pathwayName	entrez	gene_symbol
Cargo concentration in the ER	10113	PREB
Transport to the Golgi and subsequent modification	10113	PREB
Neddylation	10116	FEM1B
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	10117	ENAM
Post-translational protein phosphorylation	10117	ENAM
Adherens junctions interactions	1012	CDH13
Cell-cell junction organization	1012	CDH13
Cell junction organization	1012	CDH13
MHC class II antigen presentation	10120	ACTR1B
Neutrophil degranulation	10120	ACTR1B
ER to Golgi Anterograde Transport	10121	ACTR1A
MHC class II antigen presentation	10121	ACTR1A
Regulation of PLK1 Activity at G2/M Transition	10121	ACTR1A
HSP90 chaperone cycle for steroid hormone receptors (SHR)	10121	ACTR1A
Centrosome maturation	10121	ACTR1A
Recruitment of NuMA to mitotic centrosomes	10121	ACTR1A
Asparagine N-linked glycosylation	10121	ACTR1A
Mitotic G2-G2/M phases	10121	ACTR1A
Cilium Assembly	10121	ACTR1A
Anchoring of the basal body to the plasma membrane	10121	ACTR1A
COPI-mediated anterograde transport	10121	ACTR1A
COPI-independent Golgi-to-ER retrograde traffic	10121	ACTR1A
Intra-Golgi and retrograde Golgi-to-ER traffic	10121	ACTR1A
Mitotic Prometaphase	10121	ACTR1A
M Phase	10121	ACTR1A
G2/M Transition	10121	ACTR1A
AURKA Activation by TPX2	10121	ACTR1A
Golgi-to-ER retrograde transport	10121	ACTR1A
Transport to the Golgi and subsequent modification	10121	ACTR1A
Signaling by Nuclear Receptors	10123	ARL4C
NR1H2 and NR1H3-mediated signaling	10123	ARL4C
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	10123	ARL4C
Effects of PIP2 hydrolysis	10125	RASGRP1
Downstream signaling events of B Cell Receptor (BCR)	10125	RASGRP1
Fc epsilon receptor (FCERI) signaling	10125	RASGRP1
FCERI mediated NF-kB activation	10125	RASGRP1
Integrin signaling	10125	RASGRP1
Rap1 signalling	10125	RASGRP1
G alpha (q) signalling events	10125	RASGRP1
RAF/MAP kinase cascade	10125	RASGRP1
MAPK family signaling cascades	10125	RASGRP1
MAPK1/MAPK3 signaling	10125	RASGRP1
Platelet activation, signaling and aggregation	10125	RASGRP1
Platelet Aggregation (Plug Formation)	10125	RASGRP1
FLT3 Signaling	10125	RASGRP1
Signaling by the B Cell Receptor (BCR)	10125	RASGRP1
Signaling by NTRKs	10126	DNAL4
Retrograde neurotrophin signalling	10126	DNAL4
Signaling by NTRK1 (TRKA)	10126	DNAL4
The citric acid (TCA) cycle and respiratory electron transport	10128	LRPPRC
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	10128	LRPPRC
Transcriptional Regulation by TP53	10128	LRPPRC
TP53 Regulates Metabolic Genes	10128	LRPPRC
Respiratory electron transport	10128	LRPPRC
Adherens junctions interactions	1013	CDH15
Cell-cell junction organization	1013	CDH15
Cell junction organization	1013	CDH15
Myogenesis	1013	CDH15
XBP1(S) activates chaperone genes	10130	PDIA6
IRE1alpha activates chaperones	10130	PDIA6
Unfolded Protein Response (UPR)	10130	PDIA6
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	10130	PDIA6
Post-translational protein phosphorylation	10130	PDIA6
The citric acid (TCA) cycle and respiratory electron transport	10131	TRAP1
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	10131	TRAP1
Respiratory electron transport	10131	TRAP1
Regulation of PLK1 Activity at G2/M Transition	10133	OPTN
Mitotic G2-G2/M phases	10133	OPTN
G2/M Transition	10133	OPTN
TBC/RABGAPs	10133	OPTN
Rab regulation of trafficking	10133	OPTN
Apoptosis	10134	BCAP31
Apoptotic cleavage of cellular proteins	10134	BCAP31
Apoptotic execution phase	10134	BCAP31
Class I MHC mediated antigen processing & presentation	10134	BCAP31
Antigen Presentation: Folding, assembly and peptide loading of class I MHC	10134	BCAP31
BMAL1:CLOCK,NPAS2 activates circadian gene expression	10135	NAMPT
Nicotinate metabolism	10135	NAMPT
Metabolism of water-soluble vitamins and cofactors	10135	NAMPT
Metabolism of vitamins and cofactors	10135	NAMPT
Nicotinamide salvaging	10135	NAMPT
Transcriptional regulation by RUNX1	10138	YAF2
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	10138	YAF2
Transcriptional Regulation by E2F6	10138	YAF2
Retrograde transport at the Trans-Golgi-Network	10139	ARFRP1
Intra-Golgi and retrograde Golgi-to-ER traffic	10139	ARFRP1
Regulation of PLK1 Activity at G2/M Transition	10142	AKAP9
Centrosome maturation	10142	AKAP9
Recruitment of NuMA to mitotic centrosomes	10142	AKAP9
Mitotic G2-G2/M phases	10142	AKAP9
Cardiac conduction	10142	AKAP9
Phase 2 - plateau phase	10142	AKAP9
Cilium Assembly	10142	AKAP9
Anchoring of the basal body to the plasma membrane	10142	AKAP9
Diseases of signal transduction by growth factor receptors and second messengers	10142	AKAP9
Signaling by BRAF and RAF fusions	10142	AKAP9
Oncogenic MAPK signaling	10142	AKAP9
Mitotic Prometaphase	10142	AKAP9
M Phase	10142	AKAP9
G2/M Transition	10142	AKAP9
AURKA Activation by TPX2	10142	AKAP9
Signaling by Rho GTPases	10144	FAM13A
Rho GTPase cycle	10144	FAM13A
Interleukin-12 family signaling	10148	EBI3
Signaling by Interleukins	10148	EBI3
Interleukin-35 Signalling	10148	EBI3
Interleukin-27 signaling	10148	EBI3
Adherens junctions interactions	1015	CDH17
Cell-cell junction organization	1015	CDH17
Cell junction organization	1015	CDH17
Signaling by VEGF	10152	ABI2
Signaling by Rho GTPases	10152	ABI2
RHO GTPase Effectors	10152	ABI2
Fcgamma receptor (FCGR) dependent phagocytosis	10152	ABI2
Regulation of actin dynamics for phagocytic cup formation	10152	ABI2
VEGFA-VEGFR2 Pathway	10152	ABI2
RHO GTPases Activate WASPs and WAVEs	10152	ABI2
Leishmania infection	10152	ABI2
Semaphorin interactions	10154	PLXNC1
Other semaphorin interactions	10154	PLXNC1
SUMOylation	10155	TRIM28
SUMO E3 ligases SUMOylate target proteins	10155	TRIM28
SUMOylation of transcription cofactors	10155	TRIM28
HCMV Infection	10155	TRIM28
HCMV Early Events	10155	TRIM28
Regulation of RAS by GAPs	10156	RASA4
RAF/MAP kinase cascade	10156	RASA4
MAPK family signaling cascades	10156	RASA4
MAPK1/MAPK3 signaling	10156	RASA4
FLT3 Signaling	10156	RASA4
Lysine catabolism	10157	AASS
Metabolism of amino acids and derivatives	10157	AASS
Metabolism of Angiotensinogen to Angiotensins	10159	ATP6AP2
Peptide hormone metabolism	10159	ATP6AP2
Neutrophil degranulation	10159	ATP6AP2
Adherens junctions interactions	1016	CDH18
Cell-cell junction organization	1016	CDH18
Cell junction organization	1016	CDH18
Class A/1 (Rhodopsin-like receptors)	10161	LPAR6
G alpha (q) signalling events	10161	LPAR6
Nucleotide-like (purinergic) receptors	10161	LPAR6
GPCR ligand binding	10161	LPAR6
Acyl chain remodelling of PC	10162	LPCAT3
Acyl chain remodelling of PS	10162	LPCAT3
Acyl chain remodelling of PE	10162	LPCAT3
Glycerophospholipid biosynthesis	10162	LPCAT3
Phospholipid metabolism	10162	LPCAT3
Signaling by VEGF	10163	WASF2
Signaling by Rho GTPases	10163	WASF2
RHO GTPase Effectors	10163	WASF2
Fcgamma receptor (FCGR) dependent phagocytosis	10163	WASF2
Regulation of actin dynamics for phagocytic cup formation	10163	WASF2
VEGFA-VEGFR2 Pathway	10163	WASF2
RHO GTPases Activate WASPs and WAVEs	10163	WASF2
Leishmania infection	10163	WASF2
O-linked glycosylation	10164	CHST4
O-linked glycosylation of mucins	10164	CHST4
Mitochondrial protein import	10165	SLC25A13
Gluconeogenesis	10165	SLC25A13
Glucose metabolism	10165	SLC25A13
Metabolism of amino acids and derivatives	10165	SLC25A13
Metabolism of carbohydrates	10165	SLC25A13
Aspartate and asparagine metabolism	10165	SLC25A13
Urea cycle	10166	SLC25A15
Metabolism of amino acids and derivatives	10166	SLC25A15
Meiosis	1017	CDK2
G0 and Early G1	1017	CDK2
APC/C-mediated degradation of cell cycle proteins	1017	CDK2
Activation of ATR in response to replication stress	1017	CDK2
Regulation of APC/C activators between G1/S and early anaphase	1017	CDK2
SCF(Skp2)-mediated degradation of p27/p21	1017	CDK2
Senescence-Associated Secretory Phenotype (SASP)	1017	CDK2
Cellular Senescence	1017	CDK2
DNA Damage/Telomere Stress Induced Senescence	1017	CDK2
Transcriptional Regulation by TP53	1017	CDK2
Mitotic G2-G2/M phases	1017	CDK2
Regulation of mitotic cell cycle	1017	CDK2
Mitotic G1 phase and G1/S transition	1017	CDK2
Regulation of TP53 Activity	1017	CDK2
DNA Double-Strand Break Repair	1017	CDK2
Homology Directed Repair	1017	CDK2
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	1017	CDK2
Processing of DNA double-strand break ends	1017	CDK2
TP53 Regulates Transcription of Cell Cycle Genes	1017	CDK2
Orc1 removal from chromatin	1017	CDK2
Activation of the pre-replicative complex	1017	CDK2
DNA Replication Pre-Initiation	1017	CDK2
CDK-mediated phosphorylation and removal of Cdc6	1017	CDK2
Switching of origins to a post-replicative state	1017	CDK2
Cyclin E associated events during G1/S transition	1017	CDK2
G1/S Transition	1017	CDK2
Synthesis of DNA	1017	CDK2
S Phase	1017	CDK2
Cyclin A/B1/B2 associated events during G2/M transition	1017	CDK2
G2/M Transition	1017	CDK2
G2/M Checkpoints	1017	CDK2
p53-Dependent G1 DNA Damage Response	1017	CDK2
p53-Dependent G1/S DNA damage checkpoint	1017	CDK2
G1/S DNA Damage Checkpoints	1017	CDK2
Cell Cycle Checkpoints	1017	CDK2
Cyclin A:Cdk2-associated events at S phase entry	1017	CDK2
Signaling by PTK6	1017	CDK2
Signaling by Non-Receptor Tyrosine Kinases	1017	CDK2
Meiotic recombination	1017	CDK2
Transcriptional regulation of granulopoiesis	1017	CDK2
Factors involved in megakaryocyte development and platelet production	1017	CDK2
Visual phototransduction	10170	DHRS9
G alpha (i) signalling events	10170	DHRS9
Signaling by Retinoic Acid	10170	DHRS9
RA biosynthesis pathway	10170	DHRS9
Signaling by Nuclear Receptors	10170	DHRS9
rRNA modification in the nucleus and cytosol	10171	RCL1
Major pathway of rRNA processing in the nucleolus and cytosol	10171	RCL1
rRNA processing	10171	RCL1
rRNA processing in the nucleus and cytosol	10171	RCL1
Smooth Muscle Contraction	10174	SORBS3
ER to Golgi Anterograde Transport	10175	CNIH1
COPII-mediated vesicle transport	10175	CNIH1
Asparagine N-linked glycosylation	10175	CNIH1
Cargo concentration in the ER	10175	CNIH1
Transport to the Golgi and subsequent modification	10175	CNIH1
mRNA Splicing - Major Pathway	10181	RBM5
mRNA Splicing	10181	RBM5
Processing of Capped Intron-Containing Pre-mRNA	10181	RBM5
Platelet degranulation	10184	LHFPL2
Platelet activation, signaling and aggregation	10184	LHFPL2
Response to elevated platelet cytosolic Ca2+	10184	LHFPL2
Transport of the SLBP independent Mature mRNA	10189	ALYREF
Transport of the SLBP Dependant Mature mRNA	10189	ALYREF
Transport of Mature mRNA Derived from an Intronless Transcript	10189	ALYREF
Transport of Mature mRNAs Derived from Intronless Transcripts	10189	ALYREF
Transport of Mature mRNA derived from an Intron-Containing Transcript	10189	ALYREF
mRNA Splicing - Major Pathway	10189	ALYREF
mRNA Splicing	10189	ALYREF
mRNA 3'-end processing	10189	ALYREF
Transport of Mature Transcript to Cytoplasm	10189	ALYREF
Processing of Capped Intron-Containing Pre-mRNA	10189	ALYREF
RNA Polymerase II Transcription Termination	10189	ALYREF
Meiosis	1019	CDK4
SCF(Skp2)-mediated degradation of p27/p21	1019	CDK4
Oxidative Stress Induced Senescence	1019	CDK4
Senescence-Associated Secretory Phenotype (SASP)	1019	CDK4
Cellular Senescence	1019	CDK4
Oncogene Induced Senescence	1019	CDK4
RMTs methylate histone arginines	1019	CDK4
Chromatin modifying enzymes	1019	CDK4
Transcriptional regulation of white adipocyte differentiation	1019	CDK4
Mitotic G1 phase and G1/S transition	1019	CDK4
Cyclin E associated events during G1/S transition	1019	CDK4
G1/S Transition	1019	CDK4
Cyclin D associated events in G1	1019	CDK4
G1 Phase	1019	CDK4
S Phase	1019	CDK4
Cyclin A:Cdk2-associated events at S phase entry	1019	CDK4
Ubiquitin-dependent degradation of Cyclin D	1019	CDK4
Signaling by PTK6	1019	CDK4
Transcriptional regulation by RUNX2	1019	CDK4
Signaling by Non-Receptor Tyrosine Kinases	1019	CDK4
Meiotic recombination	1019	CDK4
Transcriptional regulation of granulopoiesis	1019	CDK4
Signaling by ERBB2	10193	RNF41
Downregulation of ERBB2:ERBB3 signaling	10193	RNF41
Downregulation of ERBB2 signaling	10193	RNF41
Antigen processing: Ubiquitination & Proteasome degradation	10193	RNF41
Class I MHC mediated antigen processing & presentation	10193	RNF41
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	10195	ALG3
Asparagine N-linked glycosylation	10195	ALG3
RMTs methylate histone arginines	10196	PRMT3
Chromatin modifying enzymes	10196	PRMT3
Protein methylation	10196	PRMT3
Apoptosis	10197	PSME3
Downstream signaling events of B Cell Receptor (BCR)	10197	PSME3
Activation of NF-kappaB in B cells	10197	PSME3
Cellular response to hypoxia	10197	PSME3
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	10197	PSME3
ER-Phagosome pathway	10197	PSME3
Antigen processing-Cross presentation	10197	PSME3
Cross-presentation of soluble exogenous antigens (endosomes)	10197	PSME3
PIP3 activates AKT signaling	10197	PSME3
Signaling by NOTCH	10197	PSME3
HIV Infection	10197	PSME3
Host Interactions of HIV factors	10197	PSME3
Regulation of Apoptosis	10197	PSME3
Autodegradation of Cdh1 by Cdh1:APC/C	10197	PSME3
APC/C-mediated degradation of cell cycle proteins	10197	PSME3
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	10197	PSME3
Regulation of APC/C activators between G1/S and early anaphase	10197	PSME3
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	10197	PSME3
Vif-mediated degradation of APOBEC3G	10197	PSME3
SCF(Skp2)-mediated degradation of p27/p21	10197	PSME3
Degradation of beta-catenin by the destruction complex	10197	PSME3
Signaling by WNT	10197	PSME3
TCF dependent signaling in response to WNT	10197	PSME3
TCR signaling	10197	PSME3
Downstream TCR signaling	10197	PSME3
Regulation of activated PAK-2p34 by proteasome mediated degradation	10197	PSME3
Fc epsilon receptor (FCERI) signaling	10197	PSME3
Mitotic Metaphase and Anaphase	10197	PSME3
FCERI mediated NF-kB activation	10197	PSME3
Regulation of ornithine decarboxylase (ODC)	10197	PSME3
Metabolism of polyamines	10197	PSME3
Signaling by ROBO receptors	10197	PSME3
ABC-family proteins mediated transport	10197	PSME3
Beta-catenin independent WNT signaling	10197	PSME3
PCP/CE pathway	10197	PSME3
Interleukin-1 family signaling	10197	PSME3
Signaling by Interleukins	10197	PSME3
AUF1 (hnRNP D0) binds and destabilizes mRNA	10197	PSME3
Regulation of mRNA stability by proteins that bind AU-rich elements	10197	PSME3
Mitotic G2-G2/M phases	10197	PSME3
Regulation of mitotic cell cycle	10197	PSME3
Mitotic G1 phase and G1/S transition	10197	PSME3
Asymmetric localization of PCP proteins	10197	PSME3
Degradation of AXIN	10197	PSME3
Degradation of DVL	10197	PSME3
Hedgehog ligand biogenesis	10197	PSME3
Signaling by Hedgehog	10197	PSME3
Dectin-1 mediated noncanonical NF-kB signaling	10197	PSME3
CLEC7A (Dectin-1) signaling	10197	PSME3
Degradation of GLI1 by the proteasome	10197	PSME3
Degradation of GLI2 by the proteasome	10197	PSME3
GLI3 is processed to GLI3R by the proteasome	10197	PSME3
Hedgehog 'off' state	10197	PSME3
C-type lectin receptors (CLRs)	10197	PSME3
Hedgehog 'on' state	10197	PSME3
Regulation of RAS by GAPs	10197	PSME3
Diseases of signal transduction by growth factor receptors and second messengers	10197	PSME3
TNFR2 non-canonical NF-kB pathway	10197	PSME3
RAF/MAP kinase cascade	10197	PSME3
NIK-->noncanonical NF-kB signaling	10197	PSME3
MAPK family signaling cascades	10197	PSME3
MAPK1/MAPK3 signaling	10197	PSME3
MAPK6/MAPK4 signaling	10197	PSME3
Deubiquitination	10197	PSME3
UCH proteinases	10197	PSME3
Ub-specific processing proteases	10197	PSME3
PTEN Regulation	10197	PSME3
CDT1 association with the CDC6:ORC:origin complex	10197	PSME3
Assembly of the pre-replicative complex	10197	PSME3
Mitotic Anaphase	10197	PSME3
M Phase	10197	PSME3
Orc1 removal from chromatin	10197	PSME3
DNA Replication Pre-Initiation	10197	PSME3
CDK-mediated phosphorylation and removal of Cdc6	10197	PSME3
Switching of origins to a post-replicative state	10197	PSME3
Cyclin E associated events during G1/S transition	10197	PSME3
G1/S Transition	10197	PSME3
Synthesis of DNA	10197	PSME3
S Phase	10197	PSME3
G2/M Transition	10197	PSME3
G2/M Checkpoints	10197	PSME3
p53-Dependent G1 DNA Damage Response	10197	PSME3
p53-Dependent G1/S DNA damage checkpoint	10197	PSME3
p53-Independent DNA Damage Response	10197	PSME3
p53-Independent G1/S DNA damage checkpoint	10197	PSME3
G1/S DNA Damage Checkpoints	10197	PSME3
Cell Cycle Checkpoints	10197	PSME3
Cyclin A:Cdk2-associated events at S phase entry	10197	PSME3
Metabolism of amino acids and derivatives	10197	PSME3
Ubiquitin-dependent degradation of Cyclin D	10197	PSME3
The role of GTSE1 in G2/M progression after G2 checkpoint	10197	PSME3
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	10197	PSME3
Transcriptional regulation by RUNX3	10197	PSME3
Transcriptional regulation by RUNX2	10197	PSME3
Transcriptional regulation by RUNX1	10197	PSME3
RUNX1 regulates transcription of genes involved in differentiation of HSCs	10197	PSME3
Regulation of RUNX2 expression and activity	10197	PSME3
Regulation of RUNX3 expression and activity	10197	PSME3
Regulation of PTEN stability and activity	10197	PSME3
Neddylation	10197	PSME3
Intracellular signaling by second messengers	10197	PSME3
Regulation of expression of SLITs and ROBOs	10197	PSME3
Signaling by NOTCH4	10197	PSME3
Interleukin-1 signaling	10197	PSME3
Negative regulation of NOTCH4 signaling	10197	PSME3
FLT3 Signaling	10197	PSME3
Antigen processing: Ubiquitination & Proteasome degradation	10197	PSME3
Class I MHC mediated antigen processing & presentation	10197	PSME3
Signaling by the B Cell Receptor (BCR)	10197	PSME3
rRNA modification in the nucleus and cytosol	10199	MPHOSPH10
Major pathway of rRNA processing in the nucleolus and cytosol	10199	MPHOSPH10
rRNA processing	10199	MPHOSPH10
rRNA processing in the nucleus and cytosol	10199	MPHOSPH10
Collagen degradation	102	ADAM10
Degradation of the extracellular matrix	102	ADAM10
Signaling by NOTCH	102	ADAM10
